%time       con-rate  rep-rate  rep-time(ms)  Net I/O  timo-err  oth-err
1007511571     350.0     349.9        19.8     56.4         0        0
1007511872     350.0     349.9        19.6     56.4         0        0
1007512173     350.0     349.9        19.6     56.4         0        0
1007512474     350.0     349.9        19.4     56.4         0        0
1007512775     350.0     349.9        20.2     56.4         0        0
1007513076     350.0     349.9        19.3     56.4         0        0
1007513378     350.0     349.9        18.8     56.4         0        0
1007513679     350.0     349.9        19.9     56.4         0        0
1007513980     350.0     349.9        19.9     56.4         0        0
1007514281     350.0     349.9        18.4     56.4         0        0
1007514582     350.0     349.9        19.1     56.4         0        0
1007514883     350.0     349.9        19.4     56.4         0        0
1007515184     350.0     349.9        19.0     56.4         0        0
1007515485     350.0     349.9        19.3     56.4         0        0
1007515786     350.0     349.9        18.1     56.4         0        0
1007516087     350.0     349.9        19.6     56.4         0        0
1007516389     350.0     349.9        19.5     56.4         0        0
1007516690     350.0     349.9        20.4     56.4         0        0
1007516991     350.0     349.9        19.8     56.4         0        0
1007517292     350.0     349.9        20.4     56.4         0        0
1007517593     350.0     349.9        19.8     56.4         0        0
1007517894     350.0     349.9        20.2     56.4         0        0
1007518195     350.0     349.9        20.0     56.4         0        0
1007518496     350.0     349.9        19.6     56.4         0        0
1007518797     350.0     349.9        19.8     56.4         0        0
1007519099     350.0     349.9        18.8     56.4         0        0
1007519400     350.0     349.9        18.9     56.4         0        0
1007519701     350.0     349.9        19.6     56.4         0        0
1007520002     350.0     349.9        19.4     56.4         0        0
1007520303     350.0     349.9        18.7     56.4         0        0
1007520604     350.0     349.9        18.1     56.4         0        0
1007520905     350.0     349.9        20.4     56.4         0        0
1007521206     350.0     349.9        19.6     56.4         0        0
1007521507     350.0     349.9        19.3     56.4         0        0
1007521808     350.0     349.9        19.4     56.4         0        0
1007522110     350.0     349.9        18.6     56.4         0        0
1007522411     350.0     349.9        19.1     56.4         0        0
1007522712     350.0     349.9        18.6     56.4         0        0
1007523013     350.0     349.9        18.5     56.4         0        0
1007523314     350.0     349.9        18.7     56.4         0        0
1007523615     350.0     349.9        19.0     56.4         0        0
1007523916     350.0     349.9        19.2     56.4         0        0
1007524217     350.0     349.9        19.2     56.4         0        0
1007524518     350.0     349.9        19.4     56.4         0        0
1007524819     350.0     349.9        18.6     56.4         0        0
1007525121     350.0     349.9        19.3     56.4         0        0
1007525422     350.0     349.9        18.9     56.4         0        0
1007525723     350.0     349.9        19.0     56.4         0        0
1007526024     350.0     349.9        19.4     56.4         0        0
1007526325     350.0     349.9        20.7     56.4         0        0
1007526626     350.0     349.9        20.0     56.4         0        0
1007526927     350.0     349.9        18.4     56.4         0        0
1007527228     350.0     349.9        19.8     56.4         0        0
1007527529     350.0     349.9        21.7     56.4         0        0
1007527830     350.0     349.9        17.8     56.4         0        0
1007528132     350.0     349.9        18.6     56.4         0        0
1007528433     350.0     350.0        20.6     56.4         0        0
1007528734     350.0     349.9        19.2     56.4         0        0
1007529035     350.0     349.9        19.7     56.4         0        0
1007529336     350.0     349.9        19.4     56.4         0        0
1007529637     350.0     349.9        19.7     56.4         0        0
1007529938     350.0     349.9        19.0     56.4         0        0
1007530239     350.0     349.9        20.1     56.4         0        0
1007530540     350.0     349.9        19.8     56.4         0        0
1007530842     350.0     349.9        19.2     56.4         0        0
1007531143     350.0     349.9        22.2     55.9         3        0
1007531444     350.0     349.9        19.6     56.4         0        0
1007531745     350.0     349.9        19.5     56.4         0        0
1007532046     350.0     349.9        19.2     56.4         0        0
1007532347     350.0     349.9        18.6     56.4         0        0
1007532648     350.0     349.9        19.9     56.4         0        0
1007532949     350.0     349.9        19.5     56.4         0        0
1007533250     350.0     349.9        20.4     56.4         0        0
1007533552     350.0     349.9        19.9     56.4         0        0
1007533853     350.0     349.9        20.5     56.4         0        0
1007534154     350.0     349.9        19.4     56.4         0        0
1007534455     350.0     349.9        20.4     56.4         0        0
1007534756     350.0     349.9        20.7     56.4         0        0
1007535057     350.0     349.9        18.8     56.4         0        0
1007535358     350.0     349.9        18.4     56.4         0        0
1007535659     350.0     349.9        18.5     56.4         0        0
1007535960     350.0     349.9        18.7     56.4         0        0
1007536261     350.0     349.9        18.7     56.4         0        0
1007536563     350.0     349.9        19.1     56.4         0        0
1007536864     350.0     349.9        19.6     56.4         0        0
1007537165     350.0     349.9        20.2     56.4         0        0
1007537466     350.0     349.9        19.6     56.4         0        0
1007537767     350.0     349.9        20.0     56.4         0        0
1007538068     350.0     349.9        20.3     56.4         0        0
1007538369     350.0     349.9        20.5     56.4         0        0
1007538670     350.0     349.9        19.1     56.4         0        0
1007538971     350.0     349.9        19.0     56.4         0        0
1007539272     350.0     349.9        18.8     56.4         0        0
1007539574     350.0     349.9        18.1     56.4         0        0
1007539875     350.0     349.9        18.9     56.4         0        0
1007540176     350.0     349.9        19.3     56.4         0        0
1007540477     350.0     349.9        19.2     56.4         0        0
1007540778     350.0     349.9        19.6     56.4         0        0
1007541079     350.0     349.9        20.1     56.4         0        0
1007541380     350.0     349.9        19.7     56.4         0        0
1007541681     350.0     349.8        23.7     50.0        45        0
1007541983     350.0     349.6        28.9     48.6        55        0
1007542284     350.0     349.9        19.5     56.2         1        0
1007542585     350.0     349.9        19.5     56.4         0        0
1007542886     350.0     301.0       151.9     40.7     14550        0
1007543188     350.0     349.8        18.9     51.6        34        0
1007543489     350.0     349.9        18.5     56.4         0        0
1007543790     350.0     349.9        19.5     56.4         0        0
1007544091     350.0     349.9        18.3     56.4         0        0
1007544392     350.0     349.9        19.1     56.4         0        0
1007544693     350.0     349.9        20.6     56.3         0        0
1007544995     350.0     349.9        19.5     56.4         0        0
1007545296     350.0     349.9        19.5     56.4         0        0
1007545597     350.0     349.9        19.6     56.4         0        0
1007545898     350.0     349.9        18.8     56.4         0        0
1007546199     350.0     349.9        19.7     56.3         0        0
1007546500     350.0     349.9        19.4     56.4         0        0
1007546801     350.0     349.9        19.9     56.4         0        0
1007547102     350.0     349.9        20.4     56.4         0        0
1007547404     350.0     349.9        19.8     56.4         0        0
1007547705     350.0     349.9        19.8     56.4         0        0
1007548006     350.0     349.9        19.9     56.4         0        0
1007548307     350.0     349.9        19.7     56.4         0        0
1007548608     350.0     349.9        19.8     56.4         0        0
1007548909     350.0     349.9        19.2     56.4         0        0
1007549210     350.0     349.9        19.9     56.4         0        0
1007549511     350.0     349.9        18.7     56.4         0        0
1007549812     350.0     349.9        19.9     56.4         0        0
1007550113     350.0     349.9        19.2     56.4         0        0
1007550415     350.0     349.9        17.9     56.4         0        0
1007550716     350.0     349.9        18.5     56.4         0        0
1007551017     350.0     349.9        19.4     56.4         0        0
1007551318     350.0     349.9        19.0     56.4         0        0
1007551619     350.0     349.9        20.7     56.4         0        0
1007551920     350.0     349.9        20.8     56.4         0        0
1007552221     350.0     349.9        20.8     56.4         0        0
1007552522     350.0     349.9        20.1     56.4         0        0
1007552823     350.0     349.9        19.9     56.4         0        0
1007553125     350.0     349.9        19.9     56.4         0        0
