%time      con-rate  rep-rate  rep-time(ms)  Net I/O  timo-err  oth-err
997730367     400.0     385.6       209.8     41.7      4114        0
997730672     400.0     320.8       287.2     39.3     23610        0
997730977     400.0     396.8       185.7     44.0       693        0
997731281     400.0     352.2       265.9     39.8     13871        0
997731587     400.0     339.7       255.0     40.8     17540        0
997731892     400.0     398.3       172.0     43.9       409        0
997732194     400.0     319.5       293.7     40.2     23929        0
997732500     400.0     356.9       231.5     42.5     12011        0
997732804     400.0     346.9       233.7     40.8     15407        0
997733109     400.0     397.8       206.1     43.0       515        0
997733411     400.0     340.7       259.4     39.9     17559        0
997733715     400.0     323.2       291.3     39.7     22824        0
997734021     400.0     398.5       170.1     44.8       334        0
997734323     400.0     314.2       282.2     40.1     25394        0
997734629     400.0     398.8       155.3     45.6       265        0
997734931     400.0     396.3       225.8     41.1       939        0
997735237     400.0     332.5       267.9     39.5     19980        0
997735542     400.0     393.0       218.9     42.5      1493        0
997735847     400.0     310.5       273.8     39.1     26364        0
997736152     400.0     398.4       164.7     44.9       352        0
997736454     400.0     309.1       298.6     41.4     26888        0
997736758     400.0     398.5       173.5     45.6       273        0
997737061     400.0     362.5       243.0     39.9     10790        0
997737366     400.0     333.6       257.1     40.6     19521        0
997737672     400.0     356.7       234.9     42.2     12701        0
997737978     400.0     358.0       221.6     41.6     12313        0
997738284     400.0     368.3       238.4     41.9      8874        0
997738588     400.0     353.6       244.5     42.6     13670        0
997738894     400.0     351.1       241.2     42.3     13917        0
997739197     400.0     398.3       169.7     44.2       373        0
997739499     400.0     335.5       261.5     39.6     18899        0
997739805     400.0     343.3       224.9     40.8     15265        0
997740112     400.0     398.5       165.9     44.5       354        0
997740414     400.0     332.5       239.9     40.4     18572        0
997740720     400.0     317.3       292.8     40.5     24427        0
997741026     400.0     308.0       284.4     41.3     27348        0
997741329     400.0     317.0       282.6     43.4     24315        0
997741634     400.0     327.3       286.8     42.2     21621        0
997741940     400.0     397.6       201.4     44.3       520        0
997742244     400.0     331.5       261.3     40.4     19909        0
997742548     400.0     363.7       215.7     42.0     10165        0
997742852     400.0     332.4       279.4     40.8     20087        0
997743157     400.0     363.2       255.0     42.3     10757        0
997743460     400.0     343.6       247.2     42.2     16286        0
997743766     400.0     398.4       156.5     44.3       365        0
997744068     400.0     345.2       243.8     40.2     16065        0
997744374     400.0     336.0       274.9     42.0     18410        0
997744680     400.0     315.5       297.9     42.5     24985        0
997744985     400.0     342.8       264.5     42.8     16922        0
997745291     400.0     315.3       272.4     42.5     23832        0
997745597     400.0     398.3       206.7     45.0       394        0
997745899     400.0     318.2       274.3     40.3     24264        0
997746203     400.0     398.2       170.9     44.1       378        0
997746506     400.0     397.3       201.6     40.8       710        0
997746808     400.0     303.7       281.1     39.6     28410        0
997747113     400.0     341.1       245.9     42.0     17356        0
997747418     400.0     398.1       188.2     43.4       450        0
997747720     400.0     321.2       256.1     40.4     23295        0
997748024     400.0     397.7       180.0     44.0       425        0
997748327     400.0     360.1       238.7     40.0     11228        0
997748631     400.0     342.2       247.8     40.7     16577        0
997748936     400.0     299.6       306.8     41.7     29863        0
997749240     400.0     319.3       282.1     41.8     23486        0
997749546     400.0     316.2       267.4     42.0     24441        0
997749851     400.0     312.6       267.0     42.6     25576        0
997750157     400.0     398.4       188.4     45.3       353        0
997750459     400.0     357.2       239.0     39.4     12578        0
997750765     400.0     376.5       219.3     41.8      5159        0
997751071     400.0     389.4       212.1     41.4      2874        0
997751375     400.0     296.0       270.5     40.1     30263        0
997751679     400.0     353.6       246.4     42.5     13521        0
997751985     400.0     397.7       189.8     43.0       500        0
997752289     400.0     303.7       304.2     39.2     28497        0
997752595     400.0     331.3       242.3     43.4     19787        0
997752899     400.0     399.0       152.9     46.4       213        0
997753201     400.0     357.1       231.6     41.6     12340        0
997753506     400.0     345.9       223.8     40.8     14494        0
997753813     400.0     374.3       209.4     41.3      7073        0
997754117     400.0     349.2       241.8     39.5     14197        0
997754421     400.0     291.2       300.3     40.1     32249        0
997754725     400.0     315.2       278.0     43.4     25151        0
997755031     400.0     307.1       275.9     41.8     27496        0
997755336     400.0     322.0       259.5     42.1     22799        0
997755641     400.0     311.4       294.5     42.7     26239        0
997755947     400.0     350.1       238.3     44.1     14632        0
997756252     400.0     398.8       150.1     45.8       260        0
997756555     400.0     392.6       180.7     42.2      1972        0
997756860     400.0     325.3       268.4     39.7     22246        0
997757165     400.0     398.1       172.9     43.1       455        0
997757467     400.0     321.7       280.1     40.1     23062        0
997757773     400.0     380.1       204.3     42.0      5126        0
997758077     400.0     313.7       268.5     40.0     25392        0
997758382     400.0     371.5       208.4     42.7      8109        0
997758686     400.0     311.1       289.5     41.2     26163        0
997758992     400.0     393.7       177.6     45.4      1454        0
997759297     400.0     327.9       250.6     40.3     21394        0
997759602     400.0     358.4       236.0     42.4     12092        0
997759906     400.0     361.1       221.6     41.5     11390        0
997760209     400.0     370.7       234.4     40.7      8508        0
997760514     400.0     347.2       240.0     40.8     15091        0
997760818     400.0     304.5       283.4     40.9     27127        0
997761125     400.0     398.3       174.0     44.5       354        0
997761427     400.0     329.4       258.5     38.4     21038        0
997761733     400.0     373.8       227.1     41.7      7529        0
997762039     400.0     386.1       229.9     40.6      3500        0
997762344     400.0     328.4       243.7     39.8     20404        0
997762648     400.0     333.2       250.4     41.1     19361        0
997762952     400.0     398.1       170.2     43.6       428        0
997763254     400.0     350.4       257.4     39.8     14620        0
997763560     400.0     328.5       269.1     40.5     21144        0
997763864     400.0     364.8       229.8     43.2      9919        0
997764168     400.0     386.4       188.1     42.5      3562        0
997764473     400.0     395.3       233.3     40.8      1241        0
997764776     400.0     311.6       283.8     39.6     26060        0
997765081     400.0     396.6       197.5     42.8       893        0
997765386     400.0     317.8       281.2     39.5     24370        0
997765691     400.0     398.0       196.4     43.0       448        0
997765995     400.0     335.7       282.5     40.2     19040        0
997766299     400.0     394.7       214.8     43.1      1347        0
997766605     400.0     327.8       259.5     40.0     20946        0
997766910     400.0     383.4       204.9     43.2      4648        0
997767214     400.0     397.6       204.0     41.9       557        0
997767516     400.0     396.6       198.7     38.3       849        0
997767819     400.0     317.9       255.7     38.5     23978        0
997768124     400.0     325.2       271.0     41.0     22093        0
997768429     400.0     305.4       316.9     41.5     27866        0
997768735     400.0     359.1       210.6     43.6     12020        0
997769039     400.0     398.6       162.6     45.3       290        0
997769341     400.0     356.8       229.8     40.4     11181        0
997769648     400.0     327.0       256.0     40.3     21133        0
997769954     400.0     369.8       191.1     42.8      7212        0
997770260     400.0     329.3       285.1     40.2     20574        0
997770564     400.0     332.1       250.6     41.9     19592        0
997770869     400.0     321.0       268.0     43.2     23245        0
997771174     400.0     396.2       180.9     45.0       818        0
997771479     400.0     322.5       272.9     39.6     22857        0
997771785     400.0     352.7       241.6     42.0     13773        0
997772089     400.0     372.5       213.0     42.0      7970        0
997772394     400.0     397.8       191.6     42.9       492        0
997772697     400.0     315.5       270.3     39.4     24920        0
997773001     400.0     343.9       265.1     42.0     16352        0
997773304     400.0     398.5       167.2     44.6       360        0
997773606     400.0     311.8       286.0     40.0     26048        0
997773909     400.0     371.7       245.6     42.9      8222        0
997774215     400.0     368.6       240.0     40.9      8933        0
997774520     400.0     351.2       247.5     41.2     14127        0
997774826     400.0     357.7       224.0     41.1     11916        0
997775130     400.0     351.0       215.2     41.4     14370        0
997775435     400.0     333.9       280.2     41.4     19427        0
997775739     400.0     305.4       290.7     41.4     27688        0
997776044     400.0     307.4       310.7     40.9     27497        0
997776348     400.0     319.2       272.4     42.2     24025        0
997776654     400.0     332.6       284.3     42.8     19970        0
997776959     400.0     332.9       271.8     43.3     19773        0
997777265     400.0     398.7       186.6     45.3       311        0
997777567     400.0     330.3       273.9     40.1     20374        0
997777871     400.0     397.2       193.2     43.5       488        0
997778174     400.0     346.8       273.8     40.3     15681        0
997778479     400.0     350.9       218.9     41.4     14227        0
997778785     400.0     398.1       174.7     43.3       443        0
997779087     400.0     340.3       254.5     40.3     17553        0
997779392     400.0     339.5       235.2     40.9     16451        0
997779699     400.0     398.3       165.2     44.3       373        0
997780001     400.0     338.0       233.7     40.5     18249        0
997780305     400.0     358.2       223.9     42.4     12060        0
997780610     400.0     397.9       174.3     43.9       427        0
997780913     400.0     344.7       256.8     38.7     16397        0
997781219     400.0     353.8       222.4     40.9     13466        0
997781524     400.0     384.6       206.6     42.1      4064        0
997781830     400.0     295.3       271.0     39.4     31171        0
997782136     400.0     361.7       230.9     42.3     10851        0
997782442     400.0     337.7       248.8     41.7     18312        0
997782748     400.0     398.0       225.9     44.1       488        0
997783050     400.0     313.8       255.3     40.3     25452        0
997783354     400.0     346.9       256.0     41.5     15569        0
997783660     400.0     363.5       211.1     41.7     10469        0
997783965     400.0     345.9       247.7     42.2     15871        0
997784269     400.0     342.2       229.3     42.6     16711        0
997784574     400.0     398.6       158.3     44.8       331        0
997784876     400.0     308.5       278.7     40.0     25892        0
997785182     400.0     398.6       177.0     45.7       300        0
997785484     400.0     341.5       273.7     40.1     17171        0
997785790     400.0     328.4       260.5     40.7     21241        0
997786094     400.0     398.4       172.1     44.7       351        0
997786396     400.0     353.1       234.9     40.9     13865        0
997786701     400.0     318.9       297.2     40.7     24109        0
997787006     400.0     345.6       235.9     41.7     14590        0
997787312     400.0     398.4       166.2     44.8       343        0
997787615     400.0     322.5       270.9     39.9     22733        0
997787920     400.0     346.1       248.9     42.0     15748        0
997788225     400.0     394.8       194.3     43.7      1240        0
997788529     400.0     307.4       259.0     40.2     27115        0
997788834     400.0     361.8       204.5     42.9     11120        0
997789138     400.0     368.3       210.1     42.0      9030        0
997789444     400.0     301.7       286.2     39.4     29193        0
997789749     400.0     323.9       272.7     42.8     22401        0
997790053     400.0     326.3       281.1     42.2     21796        0
997790359     400.0     398.7       186.4     45.3       319        0
997790661     400.0     334.7       266.3     41.2     19153        0
997790964     400.0     337.0       233.6     41.4     18347        0
997791270     400.0     397.8       186.4     44.5       403        0
997791572     400.0     309.3       262.4     40.6     26690        0
997791876     400.0     349.7       228.1     43.7     14815        0
997792181     400.0     398.9       158.1     46.1       247        0
997792483     400.0     398.0       183.3     43.2       436        0
997792787     400.0     316.4       276.3     39.8     24859        0
997793093     400.0     369.9       210.2     42.7      8725        0
997793398     400.0     334.3       231.9     40.6     19062        0
997793703     400.0     325.4       256.4     42.9     22002        0
997794009     400.0     296.6       296.3     41.6     29537        0
997794315     400.0     398.6       184.1     45.5       305        0
997794617     400.0     321.5       270.5     40.3     22958        0
997794922     400.0     329.6       289.0     42.0     20636        0
997795227     400.0     386.0       192.9     44.3      3639        0
997795531     400.0     367.0       249.4     40.7      9322        0
997795835     400.0     332.5       302.3     39.2     20047        0
997796141     400.0     381.6       222.2     42.5      5123        0
997796446     400.0     362.8       233.9     40.5     10991        0
997796752     400.0     351.9       223.1     42.2     13862        0
997797055     400.0     398.1       170.5     43.6       403        0
997797359     400.0     308.5       275.9     39.7     26952        0
997797665     400.0     398.2       200.9     43.8       430        0
997797967     400.0     321.0       285.8     39.9     23472        0
997798271     400.0     299.3       288.3     40.5     29949        0
997798575     400.0     339.8       234.3     43.5     17553        0
997798880     400.0     325.7       267.3     42.9     21577        0
997799185     400.0     380.4       171.0     44.9      5039        0
997799490     400.0     358.8       224.0     42.5     11194        0
997799795     400.0     304.8       281.3     40.6     27985        0
997800100     400.0     314.3       279.5     42.6     25296        0
997800406     400.0     371.8       207.0     45.1      7826        0
997800710     400.0     350.3       242.3     42.3     13147        0
997801016     400.0     348.2       240.6     42.3     14656        0
997801321     400.0     329.2       276.5     41.8     20977        0
997801626     400.0     398.8       164.8     45.8       261        0
997801928     400.0     347.3       225.0     40.9     15155        0
997802232     400.0     391.6       168.9     44.5      1925        0
997802536     400.0     395.6       216.8     42.0      1129        0
997802842     400.0     322.5       265.1     40.2     21625        0
997803148     400.0     398.3       173.3     43.9       395        0
997803450     400.0     302.7       291.8     39.6     28452        0
997803755     400.0     398.3       174.3     43.7       409        0
997804057     400.0     345.8       264.7     40.1     15862        0
997804363     400.0     359.3       217.2     41.4     11477        0
997804668     400.0     327.1       249.6     41.5     21243        0
997804971     400.0     396.5       190.7     44.0       768        0
997805276     400.0     329.2       258.9     40.8     20507        0
997805580     400.0     380.3       201.3     43.8      5355        0
997805886     400.0     398.0       176.5     43.2       450        0
997806188     400.0     305.7       290.2     39.8     27522        0
997806494     400.0     386.9       177.1     44.7      3662        0
997806797     400.0     398.2       175.7     43.9       417        0
997807099     400.0     372.0       221.8     40.6      7518        0
997807404     400.0     302.1       265.9     40.3     28841        0
997807709     400.0     327.9       260.6     42.4     21071        0
997808014     400.0     398.6       168.6     45.3       290        0
997808317     400.0     313.8       297.3     40.0     25315        0
997808622     400.0     398.2       168.4     43.8       386        0
997808926     400.0     320.3       282.2     39.9     22294        0
997809233     400.0     398.4       168.1     44.5       354        0
997809535     400.0     356.5       230.2     41.1     12473        0
997809838     400.0     333.4       251.6     40.3     19743        0
997810142     400.0     359.7       206.8     42.6     10986        0
997810446     400.0     398.1       188.5     43.5       446        0
997810749     400.0     329.9       274.3     39.6     20448        0
997811053     400.0     397.8       192.3     42.5       527        0
997811355     400.0     368.9       205.6     38.5      9097        0
997811661     400.0     354.3       252.2     39.0     13188        0
997811966     400.0     397.6       203.6     41.6       595        0
997812269     400.0     326.3       273.8     38.9     21818        0
997812574     400.0     390.7       180.0     42.8      2337        0
997812878     400.0     355.3       215.8     40.5     13242        0
997813182     400.0     368.3       258.2     39.1      9174        0
997813487     400.0     346.4       239.8     39.0     15576        0
997813792     400.0     397.8       190.7     41.9       560        0
997814094     400.0     337.3       274.6     39.1     18143        0
997814400     400.0     398.1       183.9     43.0       474        0
997814702     400.0     316.2       274.4     40.2     24727        0
997815008     400.0     398.6       152.0     45.0       310        0
997815310     400.0     322.0       280.0     41.4     23147        0
997815612     400.0     398.5       164.2     44.9       328        0
997815914     400.0     325.0       289.4     39.0     21912        0
997816219     400.0     371.3       217.8     41.9      7848        0
997816525     400.0     325.4       274.2     40.9     21643        0
997816830     400.0     398.7       170.1     45.5       296        0
997817132     400.0     386.3       203.3     41.5      3843        0
997817438     400.0     319.9       275.6     38.8     23614        0
997817744     400.0     398.1       167.8     43.2       432        0
997818048     400.0     327.1       278.2     40.6     21610        0
997818353     400.0     386.6       209.8     42.5      3807        0
997818658     400.0     329.5       263.9     40.5     20786        0
997818961     400.0     398.1       168.3     43.8       414        0
997819265     400.0     327.0       249.7     39.6     21462        0
997819570     400.0     385.1       200.9     43.3      4150        0
997819874     400.0     321.0       274.4     40.0     23256        0
997820177     400.0     398.7       153.8     45.5       297        0
997820479     400.0     397.4       210.6     40.4       685        0
997820782     400.0     325.3       275.9     38.0     21871        0
997821087     400.0     361.5       201.0     41.7     11356        0
997821392     400.0     397.8       180.2     43.0       474        0
997821695     400.0     347.7       238.6     40.1     15381        0
997822001     400.0     342.2       255.2     39.8     16764        0
997822305     400.0     324.8       269.1     41.2     22216        0
997822611     400.0     398.9       158.3     45.9       247        0
997822913     400.0     397.4       198.5     42.4       563        0
997823215     400.0     326.7       264.9     39.8     21341        0
997823519     400.0     360.0       225.9     41.4     11736        0
997823824     400.0     397.9       182.5     42.3       515        0
997824126     400.0     345.1       242.7     40.0     15611        0
997824430     400.0     396.2       216.6     42.1       705        0
997824733     400.0     312.9       262.1     39.3     25843        0
997825036     400.0     398.4       164.5     44.3       369        0
997825338     400.0     325.6       255.4     39.8     20693        0
997825644     400.0     398.6       162.0     44.7       343        0
997825947     400.0     397.4       202.1     41.7       590        0
997826249     400.0     333.8       271.6     39.6     19206        0
997826555     400.0     380.7       213.6     41.0      5398        0
997826860     400.0     316.0       282.4     40.3     24450        0
997827166     400.0     337.3       264.7     41.7     18408        0
997827472     400.0     398.3       178.7     44.1       382        0
997827774     400.0     396.7       231.4     40.5       740        0
997828077     400.0     379.6       221.9     38.4      5765        0
997828381     400.0     324.4       281.3     38.7     22482        0
997828687     400.0     342.2       242.8     40.8     16301        0
997828991     400.0     357.2       271.3     41.1     12613        0
997829298     400.0     327.3       253.1     41.6     21221        0
997829601     400.0     365.6       176.6     44.4      8495        0
997829908     400.0     364.5       229.9     41.3     10459        0
997830214     400.0     386.7       221.2     41.4      3181        0
997830519     400.0     339.5       271.4     39.4     17820        0
997830824     400.0     356.5       281.4     39.8     12838        0
997831126     400.0     362.1       252.6     41.6     11107        0
997831431     400.0     378.4       201.1     41.3      5645        0
997831735     400.0     351.1       284.1     39.5     14417        0
997832041     400.0     325.2       267.0     39.6     21768        0
997832347     400.0     398.4       150.6     44.9       324        0
997832649     400.0     314.4       272.4     40.0     24587        0
997832953     400.0     398.6       159.3     45.2       296        0
997833256     400.0     397.6       200.3     42.3       551        0
997833558     400.0     396.9       204.2     39.1       814        0
997833860     400.0     396.7       174.9     38.0       909        0
997834163     400.0     396.5       169.7     37.3       906        0
997834465     400.0     396.6       172.7     38.3       842        0
997834768     400.0     396.2       167.2     37.1       960        0
997835070     400.0     321.6       272.3     39.0     22850        0
997835376     400.0     345.9       243.0     40.4     15573        0
997835681     400.0     368.6       232.1     41.2      9237        0
997835987     400.0     372.1       228.9     40.4      6515        0
997836294     400.0     319.5       247.9     38.7     23836        0
997836600     400.0     365.7       239.2     41.5     10095        0
997836906     400.0     365.8       196.1     41.4      9577        0
997837209     400.0     364.1       211.2     41.7     10320        0
997837514     400.0     369.6       241.7     41.6      8870        0
997837818     400.0     361.9       223.3     41.2     10894        0
997838124     400.0     383.6       197.9     42.0      4190        0
997838430     400.0     370.6       222.1     40.8      8542        0
997838734     400.0     310.6       275.2     39.0     25705        0
997839039     400.0     374.5       224.1     41.8      7424        0
997839345     400.0     382.4       199.2     41.2      4863        0
997839650     400.0     328.0       280.9     40.1     21391        0
997839954     400.0     359.3       234.0     42.9     11593        0
997840258     400.0     326.3       230.5     41.3     21855        0
997840564     400.0     397.8       233.8     44.5       484        0
997840868     400.0     334.5       250.4     39.5     19016        0
997841173     400.0     398.4       164.6     43.9       393        0
997841475     400.0     295.8       274.1     39.3     30788        0
997841780     400.0     357.9       243.8     42.7     12334        0
997842084     400.0     398.4       179.8     44.2       388        0
997842386     400.0     326.8       251.4     39.8     21223        0
997842690     400.0     398.3       188.5     44.1       394        0
997842992     400.0     366.4       241.9     40.5      9675        0
997843297     400.0     331.4       239.0     40.5     20138        0
997843603     400.0     374.7       211.6     41.8      7374        0
997843908     400.0     367.0       247.2     41.3      9685        0
997844213     400.0     344.5       243.9     41.1     16194        0
997844518     400.0     334.7       231.1     41.7     19172        0
997844824     400.0     398.2       180.3     44.1       364        0
997845128     400.0     345.6       254.0     39.9     15533        0
997845433     400.0     360.0       236.8     41.3     11754        0
997845738     400.0     345.1       224.5     41.7     15824        0
997846042     400.0     398.3       167.5     44.7       358        0
997846344     400.0     314.7       271.1     40.4     24858        0
997846650     400.0     332.2       253.1     42.7     20035        0
997846956     400.0     341.9       260.0     42.6     15717        0
997847262     400.0     398.4       190.3     44.8       355        0
997847564     400.0     361.6       229.4     41.1     10912        0
997847869     400.0     329.4       234.2     41.3     20991        0
997848173     400.0     398.2       181.8     43.8       422        0
997848475     400.0     308.7       279.2     40.3     27147        0
997848780     400.0     398.9       172.6     46.2       234        0
997849083     400.0     362.5       235.4     40.8     10982        0
997849386     400.0     318.1       270.9     40.4     24042        0
997849691     400.0     398.4       192.5     45.2       310        0
997849993     400.0     303.1       260.6     40.1     28760        0
997850298     400.0     398.4       175.9     44.1       383        0
997850600     400.0     326.5       279.3     40.7     21266        0
997850903     400.0     398.3       197.6     44.3       403        0
997851205     400.0     331.5       279.1     38.9     20096        0
997851510     400.0     385.8       211.5     41.5      3985        0
997851815     400.0     309.9       281.9     39.4     25471        0
997852122     400.0     398.1       176.2     44.5       366        0
997852426     400.0     326.6       255.3     40.2     21821        0
997852732     400.0     398.2       185.0     44.4       388        0
997853034     400.0     328.2       238.7     39.3     20869        0
997853338     400.0     311.1       277.6     42.0     26332        0
997853642     400.0     363.5       243.7     43.6     10367        0
997853947     400.0     393.5       233.2     42.6      1627        0
997854252     400.0     313.7       296.4     39.4     25205        0
997854557     400.0     398.4       180.3     44.2       383        0
997854859     400.0     311.2       261.4     40.1     26102        0
997855162     400.0     313.1       275.3     42.2     25778        0
997855465     400.0     308.5       305.4     42.0     26980        0
997855770     400.0     398.6       184.2     45.4       297        0
997856072     400.0     329.4       265.3     40.2     20620        0
997856378     400.0     393.4       188.1     44.1      1374        0
997856683     400.0     315.6       273.4     39.7     25007        0
997856989     400.0     364.3       208.4     43.5     10443        0
997857295     400.0     398.4       172.4     44.6       343        0
997857597     400.0     368.0       235.0     41.2      9299        0
997857903     400.0     357.3       230.0     40.9     12170        0
997858207     400.0     389.4       195.2     43.2      2750        0
997858513     400.0     374.8       229.5     40.9      7060        0
997858818     400.0     355.6       249.5     40.3     13003        0
997859123     400.0     352.6       243.4     40.6     13296        0
997859427     400.0     350.2       236.5     40.1     14313        0
997859733     400.0     327.9       251.4     40.2     20763        0
997860037     400.0     398.3       175.6     44.0       402        0
997860339     400.0     335.7       246.0     40.0     18384        0
997860643     400.0     374.9       207.2     41.1      6790        0
997860948     400.0     319.1       270.7     39.5     22664        0
997861254     400.0     397.9       171.9     42.8       465        0
997861558     400.0     327.3       286.2     38.8     21578        0
997861864     400.0     311.0       278.0     40.7     25777        0
997862168     400.0     307.6       286.9     42.6     27477        0
997862472     400.0     311.8       286.9     40.8     25859        0
997862778     400.0     396.2       197.4     44.0       791        0
997863082     400.0     321.0       269.3     39.9     23215        0
997863385     400.0     393.1       196.2     42.7      1575        0
997863691     400.0     314.0       257.2     40.9     24920        0
997863996     400.0     303.4       309.9     41.4     28490        0
997864302     400.0     346.2       236.6     44.6     15718        0
997864605     400.0     390.8       189.9     45.1      2223        0
997864910     400.0     347.1       230.6     41.3     15475        0
997865215     400.0     396.8       206.0     42.7       614        0
997865520     400.0     296.2       290.1     40.3     30858        0
997865826     400.0     345.1       270.2     42.2     14734        0
997866132     400.0     313.0       301.7     42.1     24531        0
997866438     400.0     334.9       252.6     41.9     19264        0
997866744     400.0     314.7       292.0     41.8     24812        0
997867049     400.0     311.1       280.7     41.6     25105        0
997867357     400.0     304.2       318.5     42.8     28432        0
997867661     400.0     306.0       291.8     41.7     27316        0
997867965     400.0     356.4       219.9     44.3     11974        0
997868269     400.0     398.7       173.8     45.5       295        0
997868571     400.0     325.4       268.2     40.0     22071        0
997868874     400.0     332.0       250.0     41.8     19746        0
997869180     400.0     306.8       284.9     41.4     27578        0
997869486     400.0     315.6       286.0     43.2     23748        0
997869793     400.0     303.4       287.3     42.2     28320        0
997870098     400.0     319.6       295.7     43.1     23523        0
997870404     400.0     307.8       291.8     42.2     27123        0
997870709     400.0     331.9       268.1     42.5     18752        0
997871017     400.0     332.3       264.2     43.0     20114        0
997871322     400.0     303.8       302.2     41.7     28719        0
997871628     400.0     302.7       295.8     41.5     28662        0
997871932     400.0     314.5       254.5     42.7     24075        0
997872238     400.0     332.9       248.4     42.5     19740        0
997872544     400.0     333.3       269.4     42.1     19816        0
997872849     400.0     337.3       236.8     43.5     17101        0
997873158     400.0     310.8       275.8     42.0     25919        0
997873462     400.0     334.5       276.3     43.5     19045        0
997873768     400.0     309.6       292.8     42.0     26578        0
997874072     400.0     331.4       249.8     43.5     20310        0
997874378     400.0     346.0       217.6     43.3     14468        0
997874684     400.0     391.3       187.7     44.3      2176        0
997874990     400.0     348.7       237.5     41.4     15190        0
997875296     400.0     352.2       206.3     42.5     13974        0
997875601     400.0     343.7       258.1     41.7     16400        0
997875904     400.0     398.4       164.9     44.2       374        0
997876206     400.0     326.1       281.6     39.2     21745        0
997876512     400.0     321.4       260.2     41.3     23118        0
997876817     400.0     317.8       278.5     42.4     24403        0
997877122     400.0     398.7       164.9     45.6       267        0
997877425     400.0     324.0       268.5     40.7     22218        0
997877730     400.0     398.5       159.9     45.3       288        0
997878032     400.0     311.4       279.0     40.3     25946        0
997878338     400.0     397.9       206.5     44.0       427        0
997878641     400.0     301.4       296.1     38.8     29077        0
997878945     400.0     326.0       231.8     42.2     21577        0
997879250     400.0     310.2       277.1     42.4     26670        0
997879555     400.0     324.2       279.5     42.5     22556        0
997879861     400.0     333.0       272.4     42.5     19902        0
997880164     400.0     398.7       163.5     45.8       265        0
997880466     400.0     289.4       305.0     41.0     32447        0
997880771     400.0     398.6       176.6     45.1       315        0
997881073     400.0     317.1       292.8     40.3     24489        0
997881378     400.0     325.1       278.9     42.4     22040        0
